,issuer_name,plan_sponsor_name,plan_name,SPONS_DFE_EIN,FORM_TAX_PRD,FORM_PLAN_YEAR_BEGIN_DATE,PLAN_EFF_DATE,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME
370,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,1986-08-10,"ONE VERIZON WAY,",,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-03-13T17:39:23-0500,ARLEEN PRESTON
371,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,2024-01-01,ONE VERIZON WAY,,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-07T10:48:25-0500,ARLEEN PRESTON
372,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,1984-01-01,"ONE VERIZON WAY,",,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-07T10:43:54-0500,ARLEEN PRESTON
373,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,2002-01-01,"ONE VERIZON WAY,",,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-07T10:47:03-0500,ARLEEN PRESTON
374,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,2024-01-01,ONE VERIZON WAY,,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-07T10:51:17-0500,ARLEEN PRESTON
375,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,2018-01-01,"ONE VERIZON WAY,",,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-22T09:31:46-0500,ARLEEN PRESTON
376,Cigna Health Life Insurance Company,"VERIZON COMMUNICATIONS, INC.",HMO,232259884,2025-12-31,2025-01-01,2018-01-01,ONE VERIZON WAY,,BASKING RIDGE,NJ,7920.0,9085593342.0,517000.0,2026-04-22T09:30:46-0500,ARLEEN PRESTON
377,Cigna Health Life Insurance Company,MAGID GLOVE & SAFETY MANUFACTURING COMPA,Select,364057654,2025-12-31,2025-01-01,2020-01-01,1300 NAPERVILLE DRIVE,,ROMEOVILLE,IL,60446.0,7733842070.0,339900.0,2026-04-14T09:59:53-0500,BRENDA CONTRERAS
378,Cigna Health Life Insurance Company,View Thru Technologies Inc,OAP,233004692,2025-12-31,2025-01-01,2021-09-01,1765 WALNUT LANE,,QUAKERTOWN,PA,18951.0,2157030950.0,326100.0,2026-04-16T08:38:09-0500,JOSEPH IMHOF
379,Cigna Health Life Insurance Company,CORE SPECIALTY INSURANCE SERVICES,OAP,270173350,2025-12-31,2025-01-01,2022-01-01,201 EAST 5TH STREET,,CINCINNATI,OH,45202.0,5138131436.0,524290.0,,
380,Cigna Health Life Insurance Company,"AMERICAN NURSES ASSOCIATION, INC.",OAP,131893923,2025-08-28,2025-01-01,1986-01-01,8515 GEORGIA AVE,,SILVER SPRING,MD,20910.0,3016285000.0,813000.0,2026-03-15T16:57:45-0500,DANIEL WARCO
381,Cigna Health Life Insurance Company,"ITCON Services, LLC",OAP,264491365,2025-12-31,2025-01-01,2023-06-01,"8150 LEESBURG PIKE, SUITE 507",,VIENNA,VA,221822714.0,8445590534.0,541519.0,2026-04-07T19:17:13-0500,ZARRAR HUSAIN
382,Cigna Health Life Insurance Company,"Centerbase, LLC",OAP,651228380,2025-12-31,2025-01-01,2023-01-01,8350 NORTH CENTRAL EXPRESSWAY,SUITE 1900 PMB #3266,DALLAS,TX,75206.0,2149879000.0,541519.0,2026-04-01T11:26:16-0500,AMANDA MABREY
383,Cigna Health Life Insurance Company,Acme Electric Motor Inc,OAP,450283814,2025-12-31,2025-01-01,2014-06-01,1101 N. WASHINGTON ST.,,GRANDFORKS,ND,58203.0,7013354888.0,444200.0,2026-03-24T13:32:41-0500,SCOTT FOYT
384,Cigna Health Life Insurance Company,Clearview Federal Credit Union,OAP,526051818,2015-12-31,2015-01-01,1996-10-01,8805 UNIVERSITY BOULEVARD,,MOON TOWNSHIP,PA,15108.0,4122693011.0,522130.0,,
385,Cigna Health Life Insurance Company,Astir IT Solutions Inc,OAP,223793796,2025-09-30,2025-03-01,2011-03-01,50 CRAGWOOD ROAD,SUITE 219,SOUTH PLAINFIELD,NJ,7080.0,9082798670.0,541511.0,,
386,Cigna Health Life Insurance Company,"DriveCentric, LLC",OAP,272361727,2025-12-31,2025-01-01,2024-01-01,12900 MAURER INDUSTRIAL DRIVE,,ST. LOUIS,MO,63127.0,8444740050.0,519100.0,,
387,Cigna Health Life Insurance Company,"Peregrine Technologies, Inc.",OAP,384083465,2025-12-31,2025-01-01,2025-01-01,"71 STEVENSON STREET, SUITE 700",,SAN FRANCISCO,CA,94105.0,8882283491.0,518210.0,,
388,Cigna Health Life Insurance Company,Veritas HHS,OAP,275319964,2025-12-31,2025-01-01,2018-12-01,"1120 LINCOLN STREET, SUITE 1300",,DENVER,CO,80203.0,7204580683.0,921000.0,,
389,Cigna Health Life Insurance Company,Flexware Innovation LLC,OAP,351989757,2025-12-31,2025-01-01,2009-05-01,"12 MUNICIPAL DRIVE, SUITE 200",,FISHERS,IN,46038.0,3178135408.0,541512.0,,
390,Cigna Health Life Insurance Company,Flexware Innovation LLC,OAP,351989757,2025-12-31,2025-01-01,2022-01-01,"12 MUNICIPAL DRIVE, SUITE 200",,FISHERS,IN,46038.0,3178135408.0,541512.0,,
391,Cigna Health Life Insurance Company,Apres Management,OAP,814361811,2017-12-31,2017-01-01,2017-01-01,931 PHEASANT VALLEY DRIVE,SUITE 200,MISSOURI CITY,TX,77489.0,8322489917.0,237210.0,,
392,Cigna Health Life Insurance Company,Apres Management,OAP,814361811,2018-12-31,2018-01-01,2017-01-01,931 PHEASANT VALLEY DRIVE,SUITE 200,MISSOURI CITY,TX,77489.0,8322489917.0,237210.0,,
393,Cigna Health Life Insurance Company,Apres Management,OAP,814361811,2019-12-31,2019-01-01,2017-01-01,931 PHEASANT VALLEY DRIVE,SUITE 200,MISSOURI CITY,TX,77489.0,8322489917.0,237210.0,,
394,Cigna Health Life Insurance Company,Apres Management,OAP,814361811,2020-12-31,2020-01-01,2017-01-01,931 PHEASANT VALLEY DRIVE,SUITE 200,MISSOURI CITY,TX,77489.0,8322489917.0,237210.0,,
395,Cigna Health Life Insurance Company,Boys & Girls Clubs of King County,OAP,910532600,2023-06-30,2022-07-01,1979-07-01,16000 CHRISTENSEN RD STE 250,,TUKWILA,WA,98188.0,2064613890.0,624100.0,,
396,Cigna Health Life Insurance Company,"Disco Hi-Tec America, Inc.",OAP,941711855,2022-12-31,2022-01-01,1991-02-01,5921 OPTICAL CT.,,SAN JOSE,CA,95138.0,4089873776.0,423800.0,2026-02-09T13:33:34-0600,KOJI WATANABE
397,Cigna Health Life Insurance Company,"Disco Hi-Tec America, Inc.",OAP,941711855,2022-02-28,2021-03-01,1991-09-01,5921 OPTICAL CT.,,SAN JOSE,CA,95138.0,4089873776.0,423800.0,2026-02-10T19:13:36-0600,KOJI WATANABE
398,Cigna Health Life Insurance Company,"Disco Hi-Tec America, Inc.",OAP,941711855,2023-02-28,2022-03-01,1991-09-01,5921 OPTICAL CT.,,SAN JOSE,CA,95138.0,4089873776.0,423800.0,2026-02-10T19:12:57-0600,KOJI WATANABE
399,Cigna Health Life Insurance Company,"Disco Hi-Tec America, Inc.",OAP,941711855,2021-02-28,2020-03-01,1991-09-01,5921 OPTICAL CT.,,SAN JOSE,CA,95138.0,4089873776.0,423800.0,2026-02-10T19:14:07-0600,KOJI WATANABE
400,Cigna Health Life Insurance Company,"GARAGE DOOR PARTNERS, LLC",OAP,883955020,2025-12-31,2025-01-01,2022-01-01,1509 RAIL HEAD BLVD,,NAPLES,FL,34110.0,2393972292.0,238100.0,2026-04-24T12:18:40-0500,LAQWENTA PIERRE
401,Cigna Health Life Insurance Company,"RMS Lifeline, Inc.",OAP,364258607,2025-12-31,2025-01-01,2020-06-01,ONE PARKWAY NORTH BOULEVARD,SUITE 200S,DEERFIELD,IL,60015.0,8773882001.0,541990.0,,
402,Cigna Health Life Insurance Company,"SIB Midco, LLC",OAP,932716523,2025-12-31,2025-01-01,2023-01-01,796 MEETING STREET,,CHARLESTON,SC,29403.0,8432841007.0,541219.0,,
403,Cigna Health Life Insurance Company,"Spoonful of Comfort, LLC",OAP,611571202,2025-12-31,2025-01-01,2024-01-01,2405 WEST ORTON CIRCLE,,SALT LAKE CITY,UT,84119.0,8774047678.0,445299.0,,
404,Cigna Health Life Insurance Company,"Colliers International Atlanta, LLC",OAP,475508890,2025-12-31,2025-01-01,1990-07-01,1230 PEACHTREE STREET NE,PROMENADE - SUITE 800,ATLANTA,GA,30309.0,4048889000.0,531210.0,,
405,Cigna Health Life Insurance Company,"Dick Lavy Trucking, Inc.",OAP,311208025,2025-12-31,2025-01-01,1978-07-01,8848 STATE ROUTE 121,,BRADFORD,OH,45308.0,9374482104.0,484120.0,,
406,Cigna Health Life Insurance Company,"BetterBody Foods and Nutrition, LLC",PPO,205989542,2021-12-31,2021-01-01,2015-10-01,1762 WEST 20 SOUTH #100,,LINDON,UT,84042.0,8013190189.0,424400.0,2026-02-25T13:05:06-0600,ADELIA ESSELTINE
407,Cigna Health Life Insurance Company,"SALT DENTAL COLLECTIVE, LLC",OAP,833847706,2025-12-31,2025-01-01,2021-01-01,3200 EAST CAMELBACK ROAD,,PHOENIX,AZ,85018.0,6022959537.0,621112.0,,
408,Cigna Health Life Insurance Company,"Vivet, Inc.",OAP,821135714,2025-12-31,2025-01-01,2024-06-01,1150 PLEASANT RIDGE ROAD,SUITE A,GREENSBORO,NC,27409.0,3364063776.0,337000.0,,
409,Cigna Health Life Insurance Company,Western Sugar Cooperative,OAP,870658226,2025-12-31,2025-01-01,2002-05-01,"7555 EAST HAMPDEN AVENUE, SUITE 520",,DENVER,CO,80231.0,3038133573.0,311300.0,,
410,Cigna Health Life Insurance Company,"LAKEFIELD VETERINARY GROUP, INC.",PPO,800887479,2025-12-31,2025-01-01,2003-04-01,19717 62ND AVENUE SOUTH,SUITE F103,KENT,WA,98032.0,2532161314.0,812910.0,,
411,Cigna Health Life Insurance Company,Mispro Biotech Services Corporation,OAP,800568381,2025-12-31,2025-01-01,2024-01-01,450 E 29TH ST STE 602,,NEW YORK,NY,100168367.0,5145277234.0,541990.0,2026-04-17T13:17:18-0500,KELLY PERLANGI
412,Cigna Health Life Insurance Company,ART SUPPLY ENTERPRISES dba MacPherson's,Local Plus,941152693,2025-07-31,2025-01-01,2022-01-01,PO BOX 195,,WILMINGTON,DE,19899.0,3026541888.0,424990.0,,
413,Cigna Health Life Insurance Company,"Filevine, Inc.",OAP,821960713,2025-12-31,2025-01-01,2017-02-01,1260 STRINGHAM AVENUE,SUITE 600,SALT LAKE CITY,UT,84106.0,8016575228.0,511210.0,,
414,Cigna Health Life Insurance Company,THE ARCTICOM GROUP,OAP,821463967,2021-12-31,2021-01-01,2019-01-01,1676 N. CALIFORNIA BLVD,SUITE 550,WALNUT CREEK,CA,94596.0,9723223642.0,238210.0,,
415,Cigna Health Life Insurance Company,Carnahan Evans PC,OAP,431162463,2025-12-31,2025-01-01,1980-07-01,2805 S INGRAM MILL RD,,SPRINGFIELD,MO,658044043.0,4174474400.0,541110.0,,
416,Cigna Health Life Insurance Company,"Varilease Finance, Inc. DBA VFI Corporate Finance",PPO,383620014,2025-12-31,2025-01-01,2019-01-01,"2800 E. COTTONWOOD PKWY, 2ND FLOOR",,SALT LAKE CITY,UT,84121.0,8017338100.0,522220.0,,
417,Cigna Health Life Insurance Company,Neurealm,OAP,261889502,2025-12-31,2025-01-01,2013-01-01,155 VILLAGE BOULEVARD,SUITE 300,PRINCETON,NJ,85405700.0,3037820402.0,541519.0,2026-03-06T09:53:11-0600,JOSHUA GOLDSTEIN
418,Cigna Health Life Insurance Company,Verigon LLC,OAP,274273763,2025-12-31,2025-01-01,2011-01-01,1140 W WARNER RD STE 101,,TEMPE,AZ,852842866.0,4809678989.0,335900.0,2026-02-18T12:07:00-0600,DONALD BERG
419,Cigna Health Life Insurance Company,Verigon LLC,OAP,274273763,2022-12-31,2022-01-01,2011-01-01,1140 W WARNER RD STE 101,,TEMPE,AZ,852842866.0,4809678989.0,335900.0,2026-02-12T16:17:42-0600,DONALD BERG
420,Cigna Health Life Insurance Company,PRISMA GRAPHIC CORPORATION,Local Plus,860380284,2025-12-31,2025-01-01,2016-01-01,"2937 EAST BROADWAY ROAD, SUITE 100",,PHOENIX,AZ,85040.0,6022435777.0,424990.0,,
421,Cigna Health Life Insurance Company,DLF USA Inc,OAP,930607009,2025-12-31,2025-01-01,1996-07-01,33080 RED BRIDGE ROAD SE,,ALBANY,OR,97322.0,5413692251.0,424990.0,,
422,Cigna Health Life Insurance Company,"AMP Washington, PC",OAP,884270579,2025-12-31,2025-01-01,2024-01-01,2001 NORTH LAMAR STREET,SUITE 300,DALLAS,TX,75202.0,4697505047.0,621111.0,,
423,Cigna Health Life Insurance Company,McCoy Global USA Inc.,OAP,720982157,2025-12-31,2025-01-01,2011-01-01,,,,,,7805774603.0,324190.0,,
424,Cigna Health Life Insurance Company,Family Trust Federal Credit Union,OAP,570400781,2020-12-31,2020-01-01,2003-01-01,PO DRAWER 10233,,ROCK HILL,SC,29731.0,8033674100.0,522130.0,,
425,Cigna Health Life Insurance Company,Family Trust Federal Credit Union,OAP,570400781,2021-12-31,2021-01-01,2003-01-01,PO DRAWER 10233,,ROCK HILL,SC,29731.0,8033674100.0,522130.0,,
426,Cigna Health Life Insurance Company,Family Trust Federal Credit Union,OAP,570400781,2022-12-31,2022-01-01,2003-01-01,PO DRAWER 10233,,ROCK HILL,SC,29731.0,8033674100.0,522130.0,,
427,Cigna Health Life Insurance Company,GCI/Del Amo Group,Local Plus,330781462,2025-06-02,2025-01-01,1996-01-01,19191 S VERMONT AVE.,SUITE 950,TORRANCE,CA,90502.0,3103786203.0,236200.0,2026-04-10T07:17:58-0500,ALAN CHOE
428,Cigna Health Life Insurance Company,"Wrike, Inc.",OAP,273013858,2025-12-31,2025-01-01,2022-08-01,550 WEST B STREET,"FLOOR 4, PMB 2305",SAN DIEGO,CA,92101.0,8777797453.0,541990.0,2026-04-10T05:53:03-0500,JOSEPH ARQUILLO
429,Cigna Health Life Insurance Company,"ACH Employment Services, LLC",OAP,320473743,2025-08-31,2025-01-01,2016-01-01,1535 WEST LOOP S STE 300,,HOUSTON,TX,770270003.0,8322193833.0,531310.0,2026-03-27T11:20:00-0500,CHRISTIAN COLEMAN
430,Cigna Health Life Insurance Company,"E&H Hardware Group, LLC.",OAP,452818313,2025-12-31,2025-01-01,2021-01-01,115 SOUTH MARKET STREET,,WOOSTER,OH,44691.0,3302644355.0,444130.0,,
431,Cigna Health Life Insurance Company,"SCRIBE OPCO, LLC DBA KOOZIE GROUP",OAP,821795538,2025-12-31,2025-01-01,2017-07-01,14421 MYERLAKE CIRCLE,,CLEARWATER,FL,33670.0,7275383483.0,541400.0,,
432,Cigna Health Life Insurance Company,ReMed Recovery Care Centers,OAP,232353631,2025-12-31,2025-01-01,2002-10-01,"16 INDUSTRIAL BOULEVARD, SUITE 203",,PAOLI,PA,19301.0,4845959300.0,623000.0,,
433,Cigna Health Life Insurance Company,Ally Pediatric Therapy,OAP,473519860,2025-12-31,2025-01-01,2022-01-01,1800 EAST RAY ROAD,,CHANDLER,AZ,85225.0,6026062237.0,621330.0,,
434,Cigna Health Life Insurance Company,Ally Pediatric Therapy,OAP,473519860,2025-12-31,2025-01-01,2022-01-01,1800 EAST RAY ROAD,,CHANDLER,AZ,85225.0,6026062237.0,621330.0,,
435,Cigna Health Life Insurance Company,RH Wine LLC,Local Plus,363118653,2025-12-31,2025-01-01,2021-01-01,225 SMITH ROAD,,ST. CHARLES,IL,60174.0,6303776000.0,524210.0,2026-04-08T14:16:09-0500,MATTHEW REED
436,Cigna Health Life Insurance Company,"Guardian Recovery Network Holdings, LLC",OAP,823401880,2025-12-31,2025-01-01,2025-01-01,3333 S CONGRESS AVE STE 402,,DELRAY BEACH,FL,33445.0,5612746133.0,623000.0,2026-04-08T15:42:30-0500,JESSICA MORETTI
437,Cigna Health Life Insurance Company,Colossal Biosciences Inc.,OAP,861910538,2025-12-31,2025-01-01,2024-01-01,1401 LAVACA ST,UNIT 155,AUSTIN,TX,78701.0,5125379477.0,541700.0,,
438,Cigna Health Life Insurance Company,"EVS, LTD",OAP,351885348,2025-12-31,2025-01-01,2015-09-01,24500 RESEARCH DRIVE,,SOUTH BEND,IN,46628.0,5742335707.0,336300.0,2026-04-07T14:34:00-0500,JOSEPH A DOOLEY
439,Cigna Health Life Insurance Company,Ringland-Johnson Construction,OAP,420960277,2025-12-31,2025-01-01,2019-01-01,1725 HUNTWOOD DRIVE,,CHERRY VALLEY,IL,61016.0,8153328600.0,236200.0,2026-03-13T11:01:46-0500,LAUREN SPENCER
440,Cigna Health Life Insurance Company,FDG Inc,OAP,841151946,2025-12-31,2025-01-01,2002-01-01,6850 W 52ND AVENUE SUITE 201,,ARVADA,CO,800023955.0,3039409715.0,541340.0,2026-03-11T07:43:16-0500,MIKE ROBINSON
441,Cigna Health Life Insurance Company,"EDUCATION AFFILIATES, INC.",OAP,201720350,2025-12-31,2025-01-01,2007-01-01,5026-D CAMPBELL BOULEVARD,,BALTIMORE,MD,21236.0,4106332929.0,611000.0,,
442,Cigna Health Life Insurance Company,"BroadPath, LLC",OAP,263271894,2025-12-31,2025-01-01,2015-01-01,6400 EAST GRANT ROAD,SUITE 350,TUCSON,AZ,85715.0,5206404661.0,541600.0,2026-03-13T09:17:38-0500,ROBERT BOOKER
443,Cigna Health Life Insurance Company,"CAM Integrated Solutions, LLC",OAP,475212503,2025-12-31,2025-01-01,2021-01-01,17000 KATY FREEWAY,SUITE 200,HOUSTON,TX,77094.0,8325332027.0,541330.0,,
444,Cigna Health Life Insurance Company,GoMacro LLC,OAP,753149015,2025-12-31,2025-01-01,2020-01-01,415 SOUTH WAGONER STREET,,VIOLA,WA,54665.0,6086272310.0,311900.0,,
445,Cigna Health Life Insurance Company,"Centri Business Consulting, LLC",OAP,463807387,2025-12-31,2025-01-01,2023-01-01,"1628 JFK BOULEVARD, SUITE 500",,PHILADELPHIA,PA,19103.0,2156546850.0,541990.0,,
446,Cigna Health Life Insurance Company,IPD Analytics LLC,OAP,760723559,2025-12-31,2025-01-01,2021-01-01,19950 WEST COUNTRY CLUB DRIVE,SUITE 7,AVENTURA,FL,33180.0,3056628515.0,541990.0,,
447,Cigna Health Life Insurance Company,Olson Brothers Pro-Vac LLC,OAP,800016987,2025-06-30,2025-05-01,2007-07-01,1031 4TH AVENUE N,,KENT,WA,98032.0,2534354328.0,541990.0,,
448,Cigna Health Life Insurance Company,"Amazing Transformations, LLC",OAP,274626230,2025-12-31,2025-01-01,2025-01-01,500 SOUTH BURNT MILL ROAD,,VOORHEES,NJ,8043.0,8888597749.0,624100.0,,
449,Cigna Health Life Insurance Company,Poulsbo RV,OAP,911626479,2025-12-31,2025-01-01,1997-05-01,"6811 SOUTH 204TH STREET, SUITE 340",,KENT,WA,98032.0,2068704182.0,441210.0,,
450,Cigna Health Life Insurance Company,CHARTWAY FEDERAL CREDIT UNION,PPO,540674620,2025-12-31,2025-01-01,1985-10-01,"5700 CLEVELAND STREET, SUITE 101",,VIRGINIA BEACH,VA,23462.0,7575521000.0,522130.0,,
451,Cigna Health Life Insurance Company,"CRESA, LLC",OAP,814198347,2025-12-31,2025-01-01,2017-01-01,"167 N GREEN STREET, SUITE 1301",,CHICAGO,IL,60607.0,2028718281.0,531390.0,,
452,Cigna Health Life Insurance Company,"Erie Management Group, LLC",OAP,201336328,2025-12-31,2025-05-01,2008-04-01,1540 E LAKE RD,STE 300,ERIE,PA,165111091.0,8145289000.0,551112.0,2026-03-06T13:49:31-0600,VE LE
453,Cigna Health Life Insurance Company,"Breeze Thru Car Wash, LLC",OAP,823617696,2025-08-31,2025-01-01,2018-01-01,6464 SOUTH COLLEGE AVENUE,,FORT COLLINS,CO,80525.0,9704852467.0,541990.0,2026-02-13T08:43:33-0600,JANIECE AGNEW
454,Cigna Health Life Insurance Company,APIC Solutions,OAP,454642785,2025-12-31,2025-01-01,2020-07-01,7401 SNAPROLL NE,,ALBUQUERQUE,NM,87109.0,5053451381.0,238210.0,,
455,Cigna Health Life Insurance Company,"Florida Utility Trailers, Inc.",OAP,591726491,2025-12-31,2025-01-01,2015-01-01,1101 SOUTH ORANGE BLOSSOM TRAIL,,APOPKA,FL,32703.0,4078802211.0,441210.0,,
456,Cigna Health Life Insurance Company,STATE INDUSTRIAL PRODUCTS,OAP,340552740,2025-12-31,2025-01-01,1973-01-01,5915 LANDERBROOK DR STE 300,,MAYFIELD HTS,OH,441244034.0,4405445111.0,325600.0,2026-03-27T14:57:58-0500,BRIAN LIMBERT
457,Cigna Health Life Insurance Company,"Medical Home Network, PBC",Local Plus,993352015,2025-12-31,2025-01-01,2023-01-01,TWO PRUDENTIAL PLAZA,"180 NORTH STETSON, SUITE 600-1",CHICAGO,IL,60601.0,3122740126.0,624100.0,,
458,Cigna Health Life Insurance Company,"BRIGHTON-BEST INTERNATIONAL, INC",OAP,352306449,2023-06-30,2022-07-01,2008-07-01,5855 OBISPO AVENUE,,LONG BEACH,CA,90805.0,5628088000.0,332700.0,2026-03-09T15:02:04-0500,JESSIE PORTILLO
